Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
39817007,"Linear Models and Time-Series Analysis: Regression, Anova, Arma and Garch",Marc S Paolella,"Paolella, Marc S",,"=""1119431859""","=""9781119431855""",0,0.0,Wiley,ebook,896,2018,,,2020/07/20,to-read,to-read (#324),to-read,,,,0,,,0,,,,,
36703132,Advances in Financial Machine Learning,Marcos López de Prado,"Prado, Marcos López de",,"=""1119482119""","=""9781119482116""",0,4.19,Wiley,ebook,400,2018,2018,,2020/07/20,to-read,to-read (#323),to-read,,,,0,,,0,,,,,
1248992,Analysis of Financial Time Series,Ruey S. Tsay,"Tsay, Ruey S.",,"=""0471690740""","=""9780471690740""",0,4.18,Wiley-Interscience,Hardcover,605,2005,2001,,2020/07/20,to-read,to-read (#322),to-read,,,,0,,,0,,,,,
723527,The Econometrics of Financial Markets,John Y. Campbell,"Campbell, John Y.","Andrew W. Lo, A. Craig MacKinlay","=""0691043019""","=""9780691043012""",0,4.00,Princeton University Press,Hardcover,632,1996,1996,,2020/07/20,to-read,to-read (#321),to-read,,,,0,,,0,,,,,
29457941,Topology Illustrated,Peter Saveliev,"Saveliev, Peter",,"=""1495188752""","=""9781495188756""",0,4.50,Peter Saveliev,Hardcover,657,2016,,,2020/07/16,to-read,to-read (#320),to-read,,,,0,,,0,,,,,
18176747,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,"Horowitz, Ben",,"=""0062273205""","=""9780062273208""",3,4.23,Harper Business,Hardcover,304,2014,2014,,2020/07/12,,,read,,,,1,,,0,,,,,
10534,The Art of War,Sun Tzu,"Tzu, Sun","Thomas Cleary, Livio Buttignol, Pulat Otkan, Кирило Булкін","=""""","=""""",0,3.97,Harper Press,Paperback,273,2005,-500,,2020/07/12,,,read,,,,1,,,0,,,,,
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,4.06,Penguin Books,Paperback,327,1978,1883,,2020/07/12,,,read,,,,1,,,0,,,,,
12073,Philosophical Investigations,Ludwig Wittgenstein,"Wittgenstein, Ludwig",G.E.M. Anscombe,"=""0631231277""","=""9780631231271""",0,4.25,"Blackwell Publishing, Inc.",Hardcover,464,2001,1953,,2020/07/12,to-read,to-read (#319),to-read,,,,0,,,0,,,,,
92307,Being and Time,Martin Heidegger,"Heidegger, Martin",,"=""0060638508""","=""9780060638504""",0,4.04,Harper & Row (NYC/Evanston),Hardcover,589,1962,1927,,2020/07/12,to-read,to-read (#318),to-read,,,,0,,,0,,,,,
39074550,Humble Pi: A Comedy of Maths Errors,Matt    Parker,"Parker, Matt",,"=""0241360196""","=""9780241360194""",0,4.12,Allen Lane,Paperback,314,2019,2019,,2020/07/12,to-read,to-read (#317),to-read,,,,0,,,0,,,,,
141499,Failure is Not an Option: Mission Control From Mercury to Apollo 13 and Beyond,Gene Kranz,"Kranz, Gene",,"=""0425179877""","=""9780425179871""",0,4.29,Berkley Trade,Paperback,416,2001,2000,,2020/07/12,to-read,to-read (#316),to-read,,,,0,,,0,,,,,
1349004,Sled Driver: Flying the World's Fastest Jet,Brian Shul,"Shul, Brian",,"=""0929823087""","=""9780929823089""",0,4.40,Lickle Pub Inc,Hardcover,151,1991,1991,,2020/07/12,to-read,to-read (#315),to-read,,,,0,,,0,,,,,
1354758,Kelly: More Than My Share of It All,Clarence L. Johnson,"Johnson, Clarence L.",Maggie          Smith,"=""0874744911""","=""9780874744910""",0,4.19,Smithsonian Books,Paperback,224,1989,1985,,2020/07/12,to-read,to-read (#314),to-read,,,,0,,,0,,,,,
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,"=""0385495323""","=""9780385495325""",0,4.28,Anchor,Paperback,412,2000,1999,,2020/07/12,to-read,to-read (#313),to-read,,,,0,,,0,,,,,
166195,Modern Operating Systems,Andrew S. Tanenbaum,"Tanenbaum, Andrew S.",Herbert Bos,"=""0130313580""","=""9780130313584""",0,4.13,Prentice Hall,Hardcover,951,2001,1992,,2020/07/12,to-read,to-read (#312),to-read,,,,0,,,0,,,,,
18245828,Coding the Matrix: Linear Algebra through Computer Science Applications,Philip N. Klein,"Klein, Philip N.",,"=""061585673X""","=""9780615856735""",0,4.17,createspace,Paperback,528,2013,2013,,2020/07/12,to-read,to-read (#311),to-read,,,,0,,,0,,,,,
36265193,Serious Cryptography: A Practical Introduction to Modern Encryption,Jean-Philippe Aumasson,"Aumasson, Jean-Philippe",,"=""""","=""""",0,4.30,No Starch Press,Kindle Edition,313,2017,,,2020/07/12,to-read,to-read (#310),to-read,,,,0,,,0,,,,,
4845,Code Complete,Steve McConnell,"McConnell, Steve",,"=""0735619670""","=""9780735619678""",0,4.30,Microsoft Press,Paperback,914,2004,1993,,2020/07/12,,,read,,,,1,,,0,,,,,
4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt,"Hunt, Andy",Dave Thomas,"=""020161622X""","=""9780201616224""",0,4.33,Addison-Wesley Professional,Paperback,321,1999,1999,,2020/07/12,,,read,,,,1,,,0,,,,,
1778439,Elements of Modern Algebra,Jimmie Gilbert,"Gilbert, Jimmie",Linda Gilbert,"=""0534373518""","=""9780534373511""",0,4.22,Brooks Cole,Hardcover,,1999,1996,,2020/07/12,to-read,to-read (#309),to-read,,,,0,,,0,,,,,
425208,The Algorithm Design Manual,Steven S. Skiena,"Skiena, Steven S.",,"=""0387948600""","=""9780387948607""",0,4.35,Springer,Hardcover,486,1997,1997,,2020/07/12,to-read,to-read (#308),to-read,,,,0,,,0,,,,,
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",0,4.39,Pearson,Paperback,464,2008,2007,,2020/07/12,,,read,,,,1,,,0,,,,,
10284614,The Clean Coder: A Code of Conduct for Professional Programmers,Robert C. Martin,"Martin, Robert C.",,"=""0137081073""","=""9780137081073""",0,4.28,Pearson,Paperback,210,2011,2011,,2020/07/12,,,read,,,,1,,,0,,,,,
17374825,Operating Systems: Three Easy Pieces,Remzi H. Arpaci-Dusseau,"Arpaci-Dusseau, Remzi H.",Andrea C. Arpaci-Dusseau,"=""""","=""9781105979125""",0,4.69,Arpaci-Dusseau Books,Paperback,686,2012,2012,,2020/07/12,to-read,to-read (#307),to-read,,,,0,,,0,,,,,
505564,"The Tcp/IP Guide: A Comprehensive, Illustrated Internet Protocols Reference",Charles Kozierok,"Kozierok, Charles",,"=""159327047X""","=""9781593270476""",0,4.46,No Starch Press,Hardcover,1539,2005,2005,,2020/07/12,to-read,to-read (#306),to-read,,,,0,,,0,,,,,
2549408,The Grammar of Graphics,Leland Wilkinson,"Wilkinson, Leland",,"=""0387245448""","=""9780387245447""",0,4.15,Springer,Hardcover,691,2005,1999,,2020/06/26,to-read,to-read (#305),to-read,,,,0,,,0,,,,,
55227,Failed States: The Abuse of Power and the Assault on Democracy,Noam Chomsky,"Chomsky, Noam",,"=""0805082840""","=""9780805082845""",0,3.98,Holt Paperbacks,Paperback,320,2007,2006,,2020/06/23,to-read,to-read (#304),to-read,,,,0,,,0,,,,,
6871170,Конец истории и последний человек,Francis Fukuyama,"Fukuyama, Francis",Фрэнсис Фукуяма,"=""5170212194""","=""""",0,3.57,"Ермак, АСТ",Hardcover,592,2005,1992,,2020/06/23,to-read,to-read (#303),to-read,,,,0,,,0,,,,,
49985575,Лирика,Michelangelo Buonarroti,"Buonarroti, Michelangelo","Микеланджело Буонарроти, Александр Махов","=""""","=""""",5,3.90,Детская литература,Hardcover,,1987,,2020/03/25,2020/02/17,,,read,,,,1,,,0,,,,,
177068,The Fabric of Reality: The Science of Parallel Universes--and Its Implications,David Deutsch,"Deutsch, David",,"=""014027541X""","=""9780140275414""",0,4.12,Penguin Books,Paperback,400,1998,1996,,2020/06/21,to-read,to-read (#302),to-read,,,,0,,,0,,,,,
23393504,Graphic Presentation,Willard Cope Brinton,"Brinton, Willard Cope",,"=""""","=""""",0,4.80,Brinton Associates,Paperback,512,1939,1939,,2020/06/18,to-read,to-read (#301),to-read,,,,0,,,0,,,,,
36911609,"Truth, Lies & Statistics: How to Lie with Statistics (Bite-Size Stats Series Book 1)",Lee   Baker,"Baker, Lee",,"=""""","=""""",0,4.11,,Kindle Edition,49,2017,,,2020/06/16,to-read,to-read (#300),to-read,,,,0,,,0,,,,,
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",0,3.84,W. W. Norton & Company,Paperback,142,1982,1954,,2020/06/16,to-read,to-read (#299),to-read,,,,0,,,0,,,,,
51373230,THE STARS: The Definitive Visual Guide to the Cosmos,D.K. Publishing,"Publishing, D.K.",Jacqueline Mitton,"=""1465470328""","=""9781465470324""",0,4.20,DK,Hardcover,,,,,2020/02/02,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
43081723,Data Science for Supply Chain Forecast,Nicolas Vandeput,"Vandeput, Nicolas",,"=""1730969437""","=""9781730969430""",0,4.50,Independently published,Paperback,237,2018,,,2020/06/14,to-read,to-read (#298),to-read,,,,0,,,0,,,,,
17255186,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford","=""0988262592""","=""9780988262591""",0,4.26,IT Revolution Press,Hardcover,345,2013,2013,,2020/06/14,to-read,to-read (#297),to-read,,,,0,,,0,,,,,
942611,Multivariate Data Analysis,Joseph F. Hair Jr.,"Jr., Joseph F. Hair","Barry J. Babin, William C. Black, Rolph E. Anderson, Ronald L. Tatham","=""0130329290""","=""9780130329295""",0,4.09,Pearson Prentice Hall,Hardcover,899,2005,1979,,2020/06/12,to-read,to-read (#296),to-read,,,,0,,,0,,,,,
24810091,Managing Chaos: Digital Governance by Design,Lisa Welchman,"Welchman, Lisa",,"=""1933820829""","=""""",0,3.80,Rosenfeld Media,,,2015,2015,,2020/05/22,to-read,to-read (#295),to-read,,,,0,,,0,,,,,
38393096,Conversational Design,Erika Hall,"Hall, Erika",John Maeda,"=""1937557677""","=""9781937557676""",0,4.16,A Book Apart,Paperback,130,2018,,,2020/05/20,to-read,to-read (#294),to-read,,,,0,,,0,,,,,
37941732,Hiking with Nietzsche: On Becoming Who You Are,John Kaag,"Kaag, John",,"=""0374170010""","=""9780374170011""",0,3.67,"Farrar, Straus and Giroux",Hardcover,272,2018,2018,,2020/05/12,to-read,to-read (#293),to-read,,,,0,,,0,,,,,
32191706,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,"Rothstein, Richard",,"=""1631492853""","=""9781631492853""",0,4.45,Liveright,Hardcover,368,2017,2017,,2020/05/09,to-read,to-read (#292),to-read,,,,0,,,0,,,,,
60551,The Book: On the Taboo Against Knowing Who You Are,Alan W. Watts,"Watts, Alan W.",,"=""0679723005""","=""9780679723004""",5,4.21,Vintage,Mass Market Paperback,163,1989,1966,,2020/04/26,,,read,,,,1,,,0,,,,,
3487033,Information Systems Architecture: A System Developer's Primer,William H. Inmon,"Inmon, William H.",,"=""0134646940""","=""9780134646947""",0,5.00,Prentice Hall,Unknown Binding,235,1986,1985,,2020/04/23,to-read,to-read (#291),to-read,,,,0,,,0,,,,,
1683989,Using the Data Warehouse,William H. Inmon,"Inmon, William H.",Richard D. Hackathorn,"=""0471059668""","=""9780471059660""",0,4.60,Wiley,Hardcover,304,1994,1994,,2020/04/23,to-read,to-read (#290),to-read,,,,0,,,0,,,,,
1661039,"Data Stores, Data Warehousing, and the Zachman Framework: Managing Enterprise Knowledge",William H. Inmon,"Inmon, William H.","Jonathan G. Geiger, John A. Zachman","=""0070314292""","=""9780070314290""",0,4.12,McGraw-Hill Companies,Paperback,358,1997,1997,,2020/04/23,to-read,to-read (#289),to-read,,,,0,,,0,,,,,
1982171,Business Metadata: Capturing Enterprise Knowledge,William H. Inmon,"Inmon, William H.","Bonnie O'Neil, Lowell Fryman","=""0123737265""","=""9780123737267""",0,4.08,Morgan Kaufmann Publishers,Paperback,292,2007,2007,,2020/04/23,to-read,to-read (#288),to-read,,,,0,,,0,,,,,
1611902,Building the Data Warehouse,William H. Inmon,"Inmon, William H.",,"=""0764599445""","=""9780764599446""",0,3.98,Wiley,Paperback,576,2005,1991,,2020/04/23,to-read,to-read (#287),to-read,,,,0,,,0,,,,,
26864302,Building a Scalable Data Warehouse with Data Vault 2.0,Dan Linstedt,"Linstedt, Dan",Michael Olschimke,"=""""","=""""",0,4.09,Morgan Kaufmann,Kindle Edition,664,2015,2015,,2020/04/23,to-read,to-read (#286),to-read,,,,0,,,0,,,,,
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.17,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2020/04/23,to-read,to-read (#285),to-read,,,,0,,,0,,,,,
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",0,4.18,Crown Business,Hardcover,195,2014,2014,,2020/04/23,to-read,to-read (#284),to-read,,,,0,,,0,,,,,
44333183,The Unicorn Project,Gene Kim,"Kim, Gene",,"=""1942788762""","=""9781942788768""",0,4.11,It Revolution Press,Hardcover,345,2019,2019,,2020/04/23,to-read,to-read (#283),to-read,,,,0,,,0,,,,,
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.20,Melville House Publishing,Hardcover,534,2011,2011,,2020/04/23,to-read,to-read (#282),to-read,,,,0,,,0,,,,,
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",0,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,,2020/04/23,to-read,to-read (#281),to-read,,,,0,,,0,,,,,
748206,"The Data Warehouse ETL Toolkit: Practical Techniques for Extracting, Cleaning, Conforming, and Delivering Data",Ralph Kimball,"Kimball, Ralph",Joe Caserta,"=""0764567578""","=""9780764567575""",0,4.22,Wiley,Paperback,491,2004,2004,,2020/04/23,to-read,to-read (#280),to-read,,,,0,,,0,,,,,
748203,The Data Warehouse Toolkit: The Complete Guide to Dimensional Modeling,Ralph Kimball,"Kimball, Ralph",,"=""0471200247""","=""9780471200246""",0,4.16,Wiley,Paperback,464,2002,1996,,2020/04/23,to-read,to-read (#279),to-read,,,,0,,,0,,,,,
388668,Words Fail Me: What Everyone Who Writes Should Know about Writing,Patricia T. O'Conner,"O'Conner, Patricia T.",,"=""0156010879""","=""9780156010870""",0,3.96,Mariner Books,Paperback,240,2000,1999,,2020/04/21,to-read,to-read (#278),to-read,,,,0,,,0,,,,,
4021936,Effective Technical Communication,Anne Eisenberg,"Eisenberg, Anne",,"=""0070194319""","=""9780070194311""",0,3.50,McGraw-Hill Science/Engineering/Math,Paperback,384,1992,1992,,2020/04/21,to-read,to-read (#277),to-read,,,,0,,,0,,,,,
1960781,"The Chemist's English: With Say It in English, Please!",Robert Schoenfeld,"Schoenfeld, Robert",,"=""3527280030""","=""9783527280032""",0,4.00,Wiley-Vch,Hardcover,207,1997,1985,,2020/04/21,to-read,to-read (#276),to-read,,,,0,,,0,,,,,
33514,The Elements of Style,William Strunk Jr.,"Jr., William Strunk",E.B. White,"=""""","=""""",0,4.17,Allyn & Bacon,Hardcover,105,1999,1918,,2020/04/21,to-read,to-read (#275),to-read,,,,0,,,0,,,,,
1961805,The Effects of Noise on Man,Karl D. Kryter,"Kryter, Karl D.",,"=""0124274609""","=""9780124274600""",0,3.40,Academic Press,Hardcover,688,1985,1970,,2020/04/19,to-read,to-read (#274),to-read,,,,0,,,0,,,,,
249,"Tropic of Cancer (Tropic, #1)",Henry Miller,"Miller, Henry",,"=""0802131786""","=""9780802131782""",0,3.68,Grove Press,Paperback,318,1994,1934,,2020/04/19,to-read,to-read (#273),to-read,,,,0,,,0,,,,,
238872,Zen at War,Brian Daizen Victoria,"Victoria, Brian Daizen",,"=""0742539261""","=""9780742539266""",0,4.00,Rowman & Littlefield Publishers,Paperback,304,2006,1998,,2020/04/17,to-read,to-read (#272),to-read,,,,0,,,0,,,,,
672948,Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,"Remarque, Erich Maria",,"=""""","=""""",4,4.42,Random House Trade Paperbacks,Paperback,464,1998,1945,,2019/09/28,,,read,,,,1,,,0,,,,,
464260,The Fire Next Time,James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",0,4.53,Vintage,Paperback,106,1993,1963,,2020/04/13,to-read,to-read (#271),to-read,,,,0,,,0,,,,,
39835894,"Herbert Marcuse, Philosopher of Utopia: A Graphic Biography",Nick Thorkelson,"Thorkelson, Nick","Paul M. Buhle, Andrew Lamas, Angela Y. Davis","=""0872867854""","=""9780872867857""",0,3.81,City Lights Books,Paperback,128,2019,,,2020/04/13,to-read,to-read (#270),to-read,,,,0,,,0,,,,,
39079243,K-punk: The Collected and Unpublished Writings of Mark Fisher,Mark Fisher,"Fisher, Mark","Darren Ambrose, Simon Reynolds","=""""","=""""",0,4.29,Repeater,Kindle Edition,500,2018,2018,,2020/04/13,to-read,to-read (#269),to-read,,,,0,,,0,,,,,
22926716,The Happiness Industry: How the Government and Big Business Sold Us Well-Being,William  Davies,"Davies, William",Chiara Melloni,"=""1781688451""","=""9781781688458""",0,3.66,Verso,Hardcover,320,2015,2015,,2020/04/13,to-read,to-read (#268),to-read,,,,0,,,0,,,,,
22676110,"The Pocket Universal Principles of Design: 150 Essential Tools for Architects, Artists, Designers, Developers, Engineers, Inventors, and Makers",William Lidwell,"Lidwell, William",,"=""1631590405""","=""9781631590405""",0,4.42,Rockport Publishers,Paperback,320,2015,2015,,2020/04/12,to-read,to-read (#267),to-read,,,,0,,,0,,,,,
130730,"Universal Principles of Design: 100 Ways to Enhance Usability, Influence Perception, Increase Appeal, Make Better Design Decisions, and Teach Through Design",William Lidwell,"Lidwell, William","Jill Butler, Kritina Holden","=""1592530079""","=""9781592530076""",0,4.16,Rockport Publishers,Hardcover,216,2003,2003,,2020/04/12,to-read,to-read (#266),to-read,,,,0,,,0,,,,,
40714461,"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control",Steven L. Brunton,"Brunton, Steven L.",J. Nathan Kutz,"=""1108422098""","=""9781108422093""",0,4.54,Cambridge University Press,Hardcover,492,2019,,,2020/04/12,to-read,to-read (#265),to-read,,,,0,,,0,,,,,
381440,The Society of the Spectacle,Guy Debord,"Debord, Guy",Donald Nicholson-Smith,"=""0942299795""","=""9780942299793""",0,4.02,Zone Books,Paperback,160,1995,1967,,2020/04/11,to-read,to-read (#264),to-read,,,,0,,,0,,,,,
765346,Writing and Difference,Jacques Derrida,"Derrida, Jacques","Gianni Vattimo, Alan Bass","=""0226143295""","=""9780226143293""",0,4.00,University of Chicago Press,Paperback,362,1980,1967,,2020/04/11,to-read,to-read (#263),to-read,,,,0,,,0,,,,,
118316,A Thousand Plateaus: Capitalism and Schizophrenia,Gilles Deleuze,"Deleuze, Gilles","Félix Guattari, Brian Massumi","=""0816614024""","=""9780816614028""",0,4.31,University of Minnesota Press,Paperback,632,1987,1980,,2020/04/11,to-read,to-read (#262),to-read,,,,0,,,0,,,,,
85326,Of Grammatology,Jacques Derrida,"Derrida, Jacques",Gayatri Chakravorty Spivak,"=""0801858305""","=""9780801858307""",0,3.96,Johns Hopkins University Press,Paperback,456,1997,1967,,2020/04/11,to-read,to-read (#261),to-read,,,,0,,,0,,,,,
232743,The Archaeology of Knowledge and The Discourse on Language,Michel Foucault,"Foucault, Michel",A.M. Sheridan Smith,"=""0394711068""","=""9780394711065""",0,4.12,Vintage,Paperback,256,1982,1969,,2020/04/11,to-read,to-read (#260),to-read,,,,0,,,0,,,,,
51715,Mythologies,Roland Barthes,"Barthes, Roland",Annette Lavers,"=""0374521506""","=""9780374521509""",0,4.09,Hill and Wang,Paperback,160,1972,1957,,2020/04/11,to-read,to-read (#259),to-read,,,,0,,,0,,,,,
43582733,Stillness Is the Key,Ryan Holiday,"Holiday, Ryan",,"=""0525538585""","=""9780525538585""",0,4.21,Portfolio,Hardcover,288,2019,2019,,2020/04/11,to-read,to-read (#258),to-read,,,,0,,,0,,,,,
44245196,The Great Mental Models: General Thinking Concepts,Shane Parrish,"Parrish, Shane",Rhiannon Beaubien,"=""""","=""""",0,4.09,Latticework Publishing Inc.,Kindle Edition,216,2019,2018,,2020/04/11,to-read,to-read (#257),to-read,,,,0,,,0,,,,,
34507927,"How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking – for Students, Academics and Nonfiction Book Writers",Sönke Ahrens,"Ahrens, Sönke",,"=""""","=""""",0,4.19,,Kindle Edition,178,2017,2017,,2020/04/11,to-read,to-read (#256),to-read,,,,0,,,0,,,,,
384013,Semiology of Graphics,Jacques Bertin,"Bertin, Jacques",William Berg,"=""0299090604""","=""9780299090609""",0,4.27,University of Wisconsin Press,Hardcover,415,1983,1967,,2020/04/11,to-read,to-read (#255),to-read,,,,0,,,0,,,,,
4985,Welcome to the Monkey House,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Курт Воннегут,"=""0385333501""","=""9780385333504""",0,4.12,Dial Press Trade Paperbacks,Paperback,331,2013,1968,,2020/04/11,to-read,to-read (#254),to-read,,,,0,,,0,,,,,
191680,Applied Fluid Mechanics,Robert L. Mott,"Mott, Robert L.",,"=""0131146807""","=""9780131146808""",0,4.18,Prentice Hall,Hardcover,640,2005,1979,,2020/04/11,to-read,to-read (#253),to-read,,,,0,,,0,,,,,
28687262,Classic Car: The Definitive Visual History,Chauney Dunford,"Dunford, Chauney",,"=""1465453393""","=""9781465453396""",0,4.25,DK,Hardcover,320,2016,,,2020/04/10,to-read,to-read (#252),to-read,,,,0,,,0,,,,,
1262974,Cars of the Sensational '70s: A Decade of Changing Tastes and New Directions: A Decade of Changing Tastes and New Directions,James M. Flammang,"Flammang, James M.",,"=""0785329803""","=""9780785329800""",0,4.69,Publications International,Hardcover,416,2005,2000,,2020/04/10,to-read,to-read (#251),to-read,,,,0,,,0,,,,,
13261709,Thinking with Theory in Qualitative Research: Viewing Data Across Multiple Perspectives,Alecia Youngblood Jackson,"Jackson, Alecia Youngblood",Lisa A. Mazzei,"=""0415781000""","=""9780415781008""",0,4.10,Routledge,Paperback,152,2011,2011,,2020/04/08,to-read,to-read (#250),to-read,,,,0,,,0,,,,,
789704,The Enlightened Eye: Qualitative Inquiry and the Enhancement of Educational Practice,Elliot W. Eisner,"Eisner, Elliot W.",,"=""0135314194""","=""9780135314197""",0,4.15,Pearson,Paperback,264,1997,1991,,2020/04/08,to-read,to-read (#249),to-read,,,,0,,,0,,,,,
620552,Constructing Grounded Theory: A Practical Guide Through Qualitative Analysis,Kathy C. Charmaz,"Charmaz, Kathy C.",,"=""0761973532""","=""9780761973539""",0,4.05,Sage Publications Ltd,Paperback,224,2006,2006,,2020/04/08,to-read,to-read (#248),to-read,,,,0,,,0,,,,,
919403,The Sage Handbook of Qualitative Research,Norman K. Denzin,"Denzin, Norman K.",Yvonna S. Lincoln,"=""0761927573""","=""9780761927570""",0,4.09,Sage Publications (CA),Hardcover,1210,2005,2005,,2020/04/08,to-read,to-read (#247),to-read,,,,0,,,0,,,,,
1845280,Theoretical Frameworks in Qualitative Research,Vincent A. Anfara Jr.,"Jr., Vincent A. Anfara",,"=""1412914167""","=""9781412914161""",0,3.59,"Sage Publications, Inc",Paperback,240,2006,2006,,2020/04/08,to-read,to-read (#246),to-read,,,,0,,,0,,,,,
26156469,Never Split the Difference: Negotiating As If Your Life Depended On It,Chris Voss,"Voss, Chris",Tahl Raz,"=""0062407805""","=""9780062407801""",0,4.37,Harper Business,Hardcover,274,2016,2016,,2020/04/06,to-read,to-read (#245),to-read,,,,0,,,0,,,,,
561592,Selling 101: What Every Successful Sales Professional Needs to Know,Zig Ziglar,"Ziglar, Zig",,"=""0785264817""","=""9780785264811""",0,4.09,HarperCollins Leadership,Hardcover,112,2003,2003,,2020/04/06,to-read,to-read (#244),to-read,,,,0,,,0,,,,,
7463733,The Mathematics That Every Secondary School Math Teacher Needs to Know,Alan Sultan,"Sultan, Alan",Alice F. Artzt,"=""0415994136""","=""9780415994132""",0,4.60,Routledge,Paperback,732,2010,2010,,2020/04/06,to-read,to-read (#243),to-read,,,,0,,,0,,,,,
183613,Ethics 101: What Every Leader Needs To Know,John C. Maxwell,"Maxwell, John C.",,"=""0446578096""","=""9780446578097""",0,3.93,Center Street,Hardcover,128,2005,2003,,2020/04/06,to-read,to-read (#242),to-read,,,,0,,,0,,,,,
33936,Hen's Teeth and Horse's Toes: Further Reflections in Natural History,Stephen Jay Gould,"Gould, Stephen Jay",,"=""0393311031""","=""9780393311037""",0,4.11,W.W. Norton & Company (NY),Paperback,413,1994,1983,,2020/04/04,to-read,to-read (#241),to-read,,,,0,,,0,,,,,
10645233,Do the Work,Steven Pressfield,"Pressfield, Steven",,"=""1455820997""","=""9781455820993""",0,3.95,Brilliance Audio,Audio CD,109,2011,2011,,2020/04/04,to-read,to-read (#240),to-read,,,,0,,,0,,,,,
83884,Paradigms of Artificial Intelligence Programming: Case Studies in Common LISP,Peter Norvig,"Norvig, Peter",,"=""1558601910""","=""9781558601918""",0,4.32,Morgan Kaufmann Publishers,Paperback,946,1991,1991,,2020/04/04,to-read,to-read (#239),to-read,,,,0,,,0,,,,,
28677703,Cognitive Science: An Introduction to the Mind and Brain,William Hirstein,"Hirstein, William",,"=""""","=""""",0,0.0,,,,,,,2020/04/04,to-read,to-read (#238),to-read,,,,0,,,0,,,,,
1209674,The Blackwell Companion to Philosophy,Nicholas Bunnin,"Bunnin, Nicholas",E.P. Tsui-James,"=""0631219080""","=""9780631219088""",0,3.86,Wiley-Blackwell,Paperback,976,2002,1995,,2020/04/04,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
2394125,A Philosopher Looks at Science,John G. Kemeny,"Kemeny, John G.",,"=""0442043244""","=""9780442043247""",0,3.80,Van Nostrand Reinhold Company,Paperback,288,1959,1959,,2020/04/04,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
6145545,Philosophy and Computer Science,Timothy R. Colburn,"Colburn, Timothy R.",,"=""156324991X""","=""9781563249914""",0,4.25,Routledge,Paperback,224,1999,1999,,2020/04/04,to-read,to-read (#235),to-read,,,,0,,,0,,,,,
23197309,Spurious Correlations,Tyler Vigen,"Vigen, Tyler",,"=""0316339431""","=""9780316339438""",0,3.69,Hachette Books,Hardcover,208,2015,2015,,2020/04/04,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
3828902,Thinking in Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana       Wright,"=""1603580557""","=""9781603580557""",0,4.21,Chelsea Green Publishing,Paperback,240,2008,2008,,2020/04/04,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
52889488,"Introduction to Statistical Methods, Design of Experiments and Statistical Quality Control",Dharmaraja Selvamuthu,"Selvamuthu, Dharmaraja",Dipayan Das,"=""9811346739""","=""9789811346736""",0,0.0,Springer,Paperback,430,2018,,,2020/02/02,to-read,to-read (#95),to-read,,,,0,,,0,,,,,
